ID,CONGLOME,NSELV,ID_MUESTRA,CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CODCCPP,NOMCCPP,AREA,RESVIV,RFINAL,TOHOGAR,HOGARN,HOGAR_ID,C1P101,C1P102,C1P103,C1P104,C1P105,C1P106,C1P107,C1P108,C1P109,C1P110_1,C1P110_2,C1P110_3,C1P110_4,C1P110_5,C1P110_6,C1P110_7,C1P110_8,C1P110_9,C1P110_10,C1P110_11,C1P110_12,C1P110_13,C1P110_14,C1P110_15,C1P110_16,C1P110_17,C1P110_18,C1P110_19,C1P110_20,C1P110_21,FACTOR_VIV
3712,13243,0167,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,2,2,2,1,1,1,5,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1840.79910714286
3748,13243,0203,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,2,1,1,1,1,1,3,1,1,1,5,3,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1840.79910714286
3764,13244,0009,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,3,1,1,1,3,4,5,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2416.048828125
3781,13244,0026,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,805.349609375
3798,13244,0043,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,805.349609375
3816,13244,0061,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,2,1,1,5,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
3867,13244,0112,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,4,6,5,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,805.349609375
3887,13244,0132,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,3,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,805.349609375
3922,13244,0167,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
3939,13244,0184,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,805.349609375
4130,13281,0015,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,805.349609375
4160,13281,0045,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,805.349609375
4202,13281,0087,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,4,4,6,3,1,5,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,805.349609375
4217,13281,0102,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
4230,13281,0115,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,805.349609375
4244,13281,0129,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,805.349609375
4257,13281,0142,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,805.349609375
4270,13281,0155,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,805.349609375
4288,1329202,0006,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,920.399553571428
4307,1329202,0025,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,6,4,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,920.399553571428
4318,1329202,0036,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,4,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,920.399553571428
4329,1329202,0047,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,2,1,1,1,1,1,5,1,1,1,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1840.79910714286
4351,1329202,0069,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,8,3,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,920.399553571428
4360,1329202,0078,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,920.399553571428
4381,1329202,0099,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,920.399553571428
4418,13810,0013,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,8,4,6,1,1,1,1,0,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,805.349609375
4433,13810,0028,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,4,6,3,1,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,805.349609375
4457,13810,0052,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,4,6,1,1,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,805.349609375
4464,13810,0059,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,1,1,6,1,1,8,6,4,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,805.349609375
4486,13810,0081,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,805.349609375
4499,13810,0094,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,4,6,1,1,3,4,3,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,805.349609375
4517,13810,0112,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,6,6,1,1,1,3,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
4528,13810,0123,1,02,ANCASH,17,RECUAY,01,RECUAY,0011,COLLAHUASI,1,1,1,1,1,1,1,3,3,6,1,1,5,3,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,805.349609375
4759,1249802,0005,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,805.349609375
4770,1249802,0016,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,8,6,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,805.349609375
4782,1249802,0028,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
4820,1249802,0066,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
4834,1249802,0080,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,805.349609375
4845,1249802,0091,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,6,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,805.349609375
4869,1249802,0115,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,805.349609375
4880,1249802,0126,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,805.349609375
5055,12512,0002,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,920.399553571429
5070,12512,0017,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,4,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,920.399553571429
5084,12512,0031,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,920.399553571429
5098,12512,0045,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,920.399553571429
5116,12512,0063,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,920.399553571429
5131,12512,0078,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,920.399553571429
5216,12512,0163,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,920.399553571429
5232,12520,0004,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,3,1,1,1,5,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,805.349609375
5248,12520,0020,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,805.349609375
5264,12520,0036,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,1,1,5,4,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
5281,12520,0053,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,805.349609375
5313,12520,0085,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,1,1,3,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,805.349609375
5329,12520,0101,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,805.349609375
5386,12520,0158,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,805.349609375
5421,12520,0193,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,805.349609375
5613,45361,0003,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,3,5,5,3,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,805.349609375
5647,45361,0037,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,3,1,4,5,3,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,805.349609375
5660,45361,0050,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,4,3,5,3,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,805.349609375
5675,45361,0065,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,4,5,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,805.349609375
5688,45361,0078,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,4,5,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,805.349609375
5721,45361,0111,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,4,5,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
5740,45361,0130,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,4,3,3,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,805.349609375
5779,45361,0169,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,4,5,3,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,805.349609375
5814,45411,0007,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,4,5,4,3,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,805.349609375
5823,45411,0016,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,6,1,4,5,3,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,805.349609375
5833,45411,0026,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,4,5,3,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,805.349609375
5842,45411,0035,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,5,1,4,5,3,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,805.349609375
5851,45411,0044,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,4,5,1,4,5,4,3,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
5860,45411,0053,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,8,4,6,1,4,5,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,805.349609375
5870,45411,0063,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,4,3,5,4,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
5904,45411,0097,1,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,0001,BUENOS AIRES,1,1,1,1,1,1,1,1,1,5,1,4,3,4,3,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,805.349609375
5961,36446,0029,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,4,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,539.803571428571
5980,36446,0048,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,5,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,539.803571428571
5999,36446,0067,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,6,1,1,1,4,3,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,539.803571428571
6019,36446,0087,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,539.803571428571
6057,36446,0125,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,539.803571428571
6076,36446,0144,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,2,2,2,1,3,4,5,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1079.60714285714
6134,36446,0202,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1079.60714285714
6214,36459,0048,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,5,1,1,1,4,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,472.328125
6233,36459,0067,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,472.328125
6270,36459,0104,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,472.328125
6285,36459,0119,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,4,1,1,5,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,472.328125
6306,36459,0140,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,4,5,1,1,1,4,3,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,472.328125
6324,36459,0158,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,6,4,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,472.328125
6342,36459,0176,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,472.328125
6362,36459,0196,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,3,5,1,1,1,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,472.328125
6751,36473,0045,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,472.328125
6792,36473,0086,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,6,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,472.328125
6835,36473,0129,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,3,5,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,472.328125
6854,36473,0148,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,472.328125
6875,36473,0169,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,472.328125
6899,36473,0193,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,5,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,472.328125
6917,36473,0211,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,5,1,1,1,4,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,472.328125
6936,36473,0230,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,6,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,472.328125
6962,36480,0010,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,539.803571428571
6975,36480,0023,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,4,1,4,5,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,539.803571428571
7020,36480,0068,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,539.803571428571
7035,36480,0083,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,539.803571428571
7049,36480,0097,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,539.803571428571
7063,36480,0111,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,539.803571428571
7077,36480,0125,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,539.803571428571
7124,36492,0001,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,472.328125
7157,36492,0034,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,5,1,1,1,8,6,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,472.328125
7189,36492,0066,1,03,APURIMAC,01,ABANCAY,01,ABANCAY,0001,ABANCAY,1,1,1,1,1,1,1,3,4,5,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,472.328125
